booking_id;hotel;is_canceled;lead_time;arrival_date_week_number;booking_date;arrival_date;arrival_date_day_of_month;stays_in_weekend_nights;stays_in_week_nights;adults;children;babies;meal;country;market_segment;is_repeated_guest;previous_cancellations;assigned_room_type;booking_changes;deposit_type;agent;customer_type;required_car_parking_spaces;total_of_special_requests;prize_per_nigth
629;NF Hotel;0;0;11;18-03-2022;18-03-2022;18;0;1;2;0;0;BB;Germany;Online TA;0;0;A;0;No Deposit;0;No Contract (Single);0;1;20.0
630;NF Hotel;0;2;11;18-03-2022;20-03-2022;20;3;7;3;0;0;BB;Cambodia;Offline TA/TO;0;0;B;0;No Deposit;0;No Contract (Single);0;2;23.75
631;NF Hotel;0;7;12;18-03-2022;25-03-2022;25;0;1;1;0;0;BB;Cambodia;Direct;0;0;A;0;No Deposit;9;No Contract (Single);0;2;20.0
632;NF Hotel;0;12;13;18-03-2022;30-03-2022;30;0;1;1;0;0;BB;China;Direct;1;0;A;0;No Deposit;0;No Contract (Single);0;0;20.0
633;NF Hotel;1;16;13;18-03-2022;03-04-2022;3;1;0;2;0;0;BB;Other;Offline TA/TO;0;0;A;2;No Deposit;0;No Contract (Single);0;0;19.0
634;NF Hotel;0;21;14;19-03-2022;09-04-2022;9;2;1;2;1;0;BB;Cambodia;Direct;0;0;B;0;No Deposit;40;No Contract (Single);0;1;25.0
635;NF Hotel;0;25;15;19-03-2022;13-04-2022;13;0;1;2;0;0;BB;Other;Offline TA/TO;0;0;B;0;No Deposit;9;No Contract (Single);0;0;23.75
636;NF Hotel;0;13;13;20-03-2022;02-04-2022;2;1;0;2;0;0;BB;Vietnam;Direct;0;0;A;0;No Deposit;0;No Contract (Single);0;0;20.0
637;NF Hotel;0;41;17;20-03-2022;30-04-2022;30;2;1;4;0;0;BB;Cambodia;Direct;0;1;B;0;No Deposit;0;No Contract (Single);0;0;25.0
638;NF Hotel;0;67;21;20-03-2022;26-05-2022;26;0;2;1;0;0;SC;France;Groups;0;0;B;0;No Deposit;0;Group Contract;1;0;22.5
639;NF Hotel;0;8;13;21-03-2022;29-03-2022;29;0;2;1;0;0;SC;United States;Corporate;0;0;A;0;No Deposit;240;No Contract (Single);0;1;18.0
640;NF Hotel;0;11;13;21-03-2022;01-04-2022;1;2;2;1;0;0;BB;China;Corporate;0;0;A;0;No Deposit;9;No Contract (Single);0;0;18.0
641;NF Hotel;0;36;17;21-03-2022;26-04-2022;26;0;1;2;0;0;BB;France;Direct;0;0;A;0;No Deposit;40;No Contract (Single);0;0;20.0
642;NF Hotel;0;38;17;21-03-2022;28-04-2022;28;1;2;2;0;0;BB;Germany;Direct;0;0;B;0;No Deposit;0;No Contract (Single);0;1;25.0
643;NF Hotel;1;46;18;21-03-2022;06-05-2022;6;0;1;2;0;0;BB;Vietnam;Direct;0;0;A;0;No Deposit;240;No Contract (Single);0;1;20.0
644;NF Hotel;0;1;12;22-03-2022;23-03-2022;23;0;2;2;1;0;BB;Vietnam;Direct;0;0;A;0;No Deposit;40;No Contract (Single);0;0;20.0
645;NF Hotel;0;56;20;22-03-2022;17-05-2022;17;0;2;2;0;0;HB;China;Online TA;0;0;A;1;No Deposit;9;No Contract (Single);0;0;20.0
646;NF Hotel;0;1;12;23-03-2022;24-03-2022;24;0;2;1;0;0;BB;China;Online TA;0;0;A;0;No Deposit;28;No Contract (Group);0;2;20.0
647;NF Hotel;0;3;12;23-03-2022;26-03-2022;26;2;3;2;0;0;SC;South Korea;Online TA;0;0;A;0;Non Refund;0;No Contract (Single);0;0;20.0
648;NF Hotel;0;6;13;23-03-2022;29-03-2022;29;0;2;1;0;0;BB;Cambodia;Online TA;0;0;B;0;Refundable;9;No Contract (Single);0;0;25.0
649;NF Hotel;0;8;13;23-03-2022;31-03-2022;31;0;2;4;1;0;BB;South Korea;Groups;0;0;B;0;No Deposit;0;Group Contract;0;0;22.5
650;NF Hotel;0;25;15;23-03-2022;17-04-2022;17;1;0;3;0;0;BB;Cambodia;Direct;0;0;B;0;No Deposit;0;No Contract (Group);0;2;25.0
651;NF Hotel;0;57;20;23-03-2022;19-05-2022;19;0;1;1;0;0;BB;Australia;Online TA;0;0;A;0;No Deposit;28;No Contract (Single);0;1;20.0
652;NF Hotel;0;0;12;24-03-2022;24-03-2022;24;0;1;2;0;0;BB;Cambodia;Offline TA/TO;0;0;A;0;No Deposit;9;No Contract (Single);0;1;19.0
653;NF Hotel;0;2;12;24-03-2022;26-03-2022;26;2;2;2;0;0;SC;Japan;Offline TA/TO;0;0;A;0;No Deposit;9;No Contract (Single);0;0;19.0
654;NF Hotel;0;2;12;24-03-2022;26-03-2022;26;1;0;1;0;0;SC;Thailand;Offline TA/TO;0;0;A;0;No Deposit;0;Contract (Single);0;1;19.0
655;NF Hotel;0;5;13;24-03-2022;29-03-2022;29;0;4;1;0;0;SC;South Korea;Groups;1;0;A;0;No Deposit;0;Group Contract;0;0;18.0
656;NF Hotel;0;10;13;24-03-2022;03-04-2022;3;1;1;3;0;0;HB;Vietnam;Groups;0;0;B;0;No Deposit;240;Group Contract;0;2;22.5
657;NF Hotel;0;19;15;24-03-2022;12-04-2022;12;0;4;2;0;0;BB;Australia;Offline TA/TO;0;0;A;0;Non Refund;0;No Contract (Single);0;1;19.0
658;NF Hotel;0;19;15;24-03-2022;12-04-2022;12;0;3;1;0;0;HB;China;Online TA;0;0;A;0;No Deposit;0;No Contract (Single);0;2;20.0
659;NF Hotel;1;36;17;24-03-2022;29-04-2022;29;2;1;3;0;0;BB;Other;Online TA;0;0;A;2;No Deposit;14;No Contract (Single);0;1;20.0
660;NF Hotel;1;0;12;25-03-2022;25-03-2022;25;1;1;2;0;0;BB;France;Direct;1;0;B;1;No Deposit;0;No Contract (Single);0;0;25.0
661;NF Hotel;0;0;12;25-03-2022;25-03-2022;25;2;1;1;0;0;BB;Cambodia;Online TA;0;0;A;0;No Deposit;9;Contract (Single);0;2;20.0
662;NF Hotel;0;2;12;25-03-2022;27-03-2022;27;1;0;1;0;0;BB;Cambodia;Online TA;1;0;A;1;Non Refund;240;No Contract (Single);0;0;20.0
663;NF Hotel;0;11;14;25-03-2022;05-04-2022;5;2;5;1;0;0;BB;China;Direct;0;0;A;0;No Deposit;0;Contract (Single);0;0;20.0
664;NF Hotel;0;27;16;25-03-2022;21-04-2022;21;3;7;4;0;0;BB;France;Groups;0;0;B;0;No Deposit;40;Group Contract;0;0;22.5
665;NF Hotel;1;32;17;25-03-2022;26-04-2022;26;0;1;2;0;0;HB;United Kingdom;Complementary;0;0;A;0;No Deposit;9;No Contract (Single);0;1;0.0
666;NF Hotel;0;37;17;25-03-2022;01-05-2022;1;1;2;1;0;0;BB;Cambodia;Online TA;0;0;A;0;No Deposit;0;No Contract (Single);0;0;20.0
667;NF Hotel;1;0;12;26-03-2022;26-03-2022;26;2;1;2;0;0;BB;Vietnam;Online TA;0;0;B;0;No Deposit;0;No Contract (Group);0;1;25.0
668;NF Hotel;1;15;14;26-03-2022;10-04-2022;10;1;1;2;0;0;BB;Vietnam;Online TA;0;0;A;0;No Deposit;9;No Contract (Group);0;2;20.0
669;NF Hotel;0;17;15;26-03-2022;12-04-2022;12;0;4;2;0;0;HB;France;Online TA;0;0;A;1;No Deposit;9;No Contract (Single);0;2;20.0
670;NF Hotel;0;18;15;26-03-2022;13-04-2022;13;0;2;3;0;0;BB;United States;Direct;0;0;B;0;No Deposit;14;No Contract (Single);0;0;25.0
671;NF Hotel;0;25;16;26-03-2022;20-04-2022;20;0;1;1;0;0;SC;Cambodia;Online TA;0;0;A;0;No Deposit;40;Contract (Single);0;0;20.0
672;NF Hotel;0;31;17;26-03-2022;26-04-2022;26;0;1;2;0;0;BB;Vietnam;Offline TA/TO;0;0;A;0;No Deposit;28;No Contract (Single);0;0;19.0
673;NF Hotel;0;63;21;26-03-2022;28-05-2022;28;2;0;2;0;0;SC;South Korea;Offline TA/TO;0;1;B;0;No Deposit;9;No Contract (Single);0;0;23.75
674;NF Hotel;0;3;13;27-03-2022;30-03-2022;30;0;3;20;0;0;BB;China;Online TA;0;0;B;0;No Deposit;9;No Contract (Single);0;0;25.0
675;NF Hotel;1;5;13;27-03-2022;01-04-2022;1;2;1;2;2;0;BB;China;Corporate;0;0;B;0;No Deposit;9;No Contract (Single);0;1;22.5
676;NF Hotel;0;15;15;27-03-2022;11-04-2022;11;0;3;2;0;0;BB;Other;Direct;0;0;A;0;No Deposit;0;No Contract (Single);0;2;20.0
677;NF Hotel;0;19;15;27-03-2022;15-04-2022;15;0;1;1;0;0;BB;Cambodia;Offline TA/TO;0;0;A;0;No Deposit;0;No Contract (Group);1;1;19.0
678;NF Hotel;0;20;15;27-03-2022;16-04-2022;16;2;2;4;0;0;BB;Japan;Online TA;0;0;B;0;No Deposit;40;No Contract (Single);0;1;25.0
679;NF Hotel;0;5;13;28-03-2022;02-04-2022;2;1;0;2;0;0;HB;Other;Groups;0;0;A;0;No Deposit;0;Group Contract;0;0;18.0
680;NF Hotel;0;7;14;28-03-2022;04-04-2022;4;0;2;2;1;0;BB;South Korea;Direct;0;0;B;0;No Deposit;0;No Contract (Single);0;0;25.0
681;NF Hotel;0;10;14;28-03-2022;07-04-2022;7;2;2;2;0;0;BB;Australia;Online TA;0;0;A;0;Non Refund;0;No Contract (Single);0;0;20.0
682;NF Hotel;1;20;15;28-03-2022;17-04-2022;17;1;0;2;0;0;BB;China;Online TA;0;0;A;0;No Deposit;0;No Contract (Group);0;0;20.0
683;NF Hotel;0;27;16;28-03-2022;24-04-2022;24;1;0;3;0;0;BB;Vietnam;Corporate;0;0;A;0;Refundable;0;No Contract (Single);0;2;18.0
684;NF Hotel;0;44;19;28-03-2022;11-05-2022;11;2;5;1;0;0;SC;Other;Direct;0;0;A;0;No Deposit;14;No Contract (Single);0;0;20.0
685;NF Hotel;0;95;26;28-03-2022;01-07-2022;1;1;1;2;0;0;BB;Japan;Groups;0;0;A;0;No Deposit;9;Group Contract;0;1;18.0
686;NF Hotel;0;11;14;29-03-2022;09-04-2022;9;2;0;3;0;0;BB;Cambodia;Online TA;0;0;B;0;No Deposit;0;No Contract (Single);0;2;25.0
687;NF Hotel;0;18;15;29-03-2022;16-04-2022;16;2;2;3;0;0;BB;China;Online TA;0;1;B;0;No Deposit;0;No Contract (Single);0;0;25.0
688;NF Hotel;0;6;14;30-03-2022;05-04-2022;5;0;1;2;0;1;SC;United Kingdom;Offline TA/TO;0;0;A;0;No Deposit;14;No Contract (Group);0;3;19.0
689;NF Hotel;1;8;14;30-03-2022;07-04-2022;7;0;1;2;0;0;SC;Other;Direct;0;0;B;0;No Deposit;0;No Contract (Single);0;2;25.0
690;NF Hotel;0;10;14;30-03-2022;09-04-2022;9;2;0;2;0;0;BB;Other;Online TA;0;0;A;0;Non Refund;0;No Contract (Group);0;0;20.0
691;NF Hotel;0;10;14;30-03-2022;09-04-2022;9;1;0;2;0;0;BB;South Korea;Online TA;1;0;B;0;No Deposit;0;No Contract (Group);0;0;25.0
692;NF Hotel;0;32;17;30-03-2022;01-05-2022;1;1;1;2;0;0;BB;Japan;Offline TA/TO;0;0;A;0;No Deposit;0;No Contract (Single);0;0;19.0
693;NF Hotel;0;39;18;30-03-2022;08-05-2022;8;1;1;1;0;0;BB;Cambodia;Direct;0;0;A;0;No Deposit;14;No Contract (Single);0;3;20.0
694;NF Hotel;0;4;14;31-03-2022;04-04-2022;4;0;3;4;0;0;BB;China;Offline TA/TO;0;0;B;0;Refundable;40;No Contract (Single);0;0;23.75
695;NF Hotel;0;8;14;31-03-2022;08-04-2022;8;1;1;0;0;0;BB;Thailand;Direct;0;0;A;0;No Deposit;9;No Contract (Group);0;1;20.0
696;NF Hotel;0;10;14;31-03-2022;10-04-2022;10;1;0;1;0;0;BB;Cambodia;Groups;0;0;A;0;No Deposit;0;Group Contract;0;0;18.0
697;NF Hotel;0;12;15;31-03-2022;12-04-2022;12;2;5;1;0;0;BB;Australia;Direct;0;0;A;0;No Deposit;9;Contract (Single);0;0;20.0
698;NF Hotel;0;15;15;31-03-2022;15-04-2022;15;1;1;4;0;0;BB;Australia;Corporate;0;0;B;0;No Deposit;0;No Contract (Single);0;0;22.5
699;NF Hotel;0;17;15;31-03-2022;17-04-2022;17;1;1;2;0;0;BB;China;Direct;0;0;A;0;No Deposit;240;No Contract (Single);0;2;20.0
700;NF Hotel;0;18;16;31-03-2022;18-04-2022;18;0;3;2;0;0;SC;China;Online TA;0;0;A;0;No Deposit;14;No Contract (Single);0;1;20.0
701;NF Hotel;0;28;17;31-03-2022;28-04-2022;28;2;4;2;0;0;BB;Cambodia;Direct;0;0;A;0;No Deposit;28;No Contract (Single);0;1;20.0
702;NF Hotel;0;31;17;31-03-2022;01-05-2022;1;1;2;2;0;0;BB;Cambodia;Direct;0;1;A;0;No Deposit;240;No Contract (Single);0;0;20.0
703;NF Hotel;0;49;20;31-03-2022;19-05-2022;19;0;1;2;0;1;BB;United Kingdom;Corporate;0;0;B;0;No Deposit;28;No Contract (Group);0;0;22.5
704;NF Hotel;0;6;14;01-04-2022;07-04-2022;7;0;1;1;0;0;BB;United Kingdom;Online TA;0;0;A;0;No Deposit;0;Contract (Single);0;2;20.0
705;NF Hotel;0;12;15;01-04-2022;13-04-2022;13;0;2;3;0;0;BB;Cambodia;Offline TA/TO;0;0;B;0;No Deposit;240;No Contract (Single);0;1;23.75
706;NF Hotel;0;12;15;01-04-2022;13-04-2022;13;0;2;3;0;0;BB;Cambodia;Offline TA/TO;0;0;B;0;No Deposit;240;No Contract (Single);0;1;23.75
707;NF Hotel;0;14;15;01-04-2022;15-04-2022;15;0;1;4;0;0;BB;Cambodia;Online TA;0;0;B;0;No Deposit;0;No Contract (Single);0;0;25.0
708;NF Hotel;0;16;15;01-04-2022;17-04-2022;17;1;4;2;0;0;BB;Germany;Direct;0;0;A;0;No Deposit;9;No Contract (Single);0;0;20.0
709;NF Hotel;0;26;17;01-04-2022;27-04-2022;27;0;2;2;0;0;BB;Cambodia;Direct;1;0;B;0;No Deposit;0;No Contract (Group);0;0;25.0
710;NF Hotel;0;1;13;02-04-2022;03-04-2022;3;1;0;2;0;0;SC;Cambodia;Corporate;0;0;A;0;No Deposit;0;No Contract (Group);0;0;18.0
711;NF Hotel;0;3;14;02-04-2022;05-04-2022;5;0;3;2;0;0;SC;United States;Direct;0;0;A;1;No Deposit;0;No Contract (Group);0;0;20.0
712;NF Hotel;0;8;14;02-04-2022;10-04-2022;10;1;1;2;0;0;BB;France;Online TA;0;0;A;0;No Deposit;0;No Contract (Single);0;0;20.0
713;NF Hotel;1;28;17;02-04-2022;30-04-2022;30;2;0;1;0;0;BB;United Kingdom;Direct;0;0;A;0;No Deposit;9;No Contract (Single);0;1;20.0
714;NF Hotel;0;51;21;02-04-2022;23-05-2022;23;0;5;1;0;0;BB;United Kingdom;Groups;0;0;B;0;No Deposit;9;Group Contract;0;0;22.5
715;NF Hotel;0;3;14;03-04-2022;06-04-2022;6;0;1;1;0;0;BB;Other;Direct;0;0;A;0;No Deposit;14;No Contract (Single);0;0;20.0
716;NF Hotel;0;7;14;03-04-2022;10-04-2022;10;1;0;3;0;0;BB;China;Corporate;0;0;B;0;No Deposit;0;No Contract (Single);0;0;22.5
717;NF Hotel;0;11;15;03-04-2022;14-04-2022;14;0;2;2;0;0;BB;South Korea;Direct;0;0;A;0;No Deposit;9;No Contract (Single);0;1;20.0
718;NF Hotel;0;16;16;03-04-2022;19-04-2022;19;0;1;2;0;0;HB;China;Online TA;0;0;A;0;No Deposit;14;No Contract (Single);0;3;20.0
719;NF Hotel;1;18;16;03-04-2022;21-04-2022;21;0;1;1;0;0;HB;Thailand;Direct;0;0;A;0;No Deposit;0;No Contract (Single);0;2;20.0
720;NF Hotel;0;38;19;03-04-2022;11-05-2022;11;2;5;1;0;0;BB;Germany;Online TA;0;0;B;0;No Deposit;0;No Contract (Single);0;1;25.0
721;NF Hotel;1;1;14;04-04-2022;05-04-2022;5;0;1;2;0;0;SC;Cambodia;Online TA;0;0;A;0;No Deposit;0;No Contract (Group);0;1;20.0
722;NF Hotel;0;2;14;04-04-2022;06-04-2022;6;0;1;3;0;0;BB;Cambodia;Direct;0;0;A;0;No Deposit;0;No Contract (Single);0;0;20.0
723;NF Hotel;1;6;14;04-04-2022;10-04-2022;10;1;1;4;0;0;BB;Thailand;Online TA;0;0;B;0;No Deposit;14;No Contract (Group);0;2;25.0
724;NF Hotel;0;7;15;04-04-2022;11-04-2022;11;0;2;2;0;0;BB;Germany;Corporate;0;0;A;0;No Deposit;0;No Contract (Single);0;2;18.0
725;NF Hotel;0;24;17;04-04-2022;28-04-2022;28;0;1;1;0;0;BB;Japan;Offline TA/TO;0;0;A;0;No Deposit;0;No Contract (Group);0;1;19.0
726;NF Hotel;0;50;21;04-04-2022;24-05-2022;24;0;2;2;0;0;BB;France;Groups;0;0;A;0;Non Refund;14;Group Contract;0;0;18.0
727;NF Hotel;0;222;45;04-04-2022;12-11-2022;12;1;0;2;0;0;BB;Malaysia;Online TA;0;0;B;0;No Deposit;0;No Contract (Single);0;0;28.75
728;NF Hotel;0;9;15;05-04-2022;14-04-2022;14;2;4;2;0;0;SC;Vietnam;Online TA;0;0;A;0;Non Refund;0;No Contract (Group);0;1;20.0
729;NF Hotel;0;16;16;05-04-2022;21-04-2022;21;0;1;2;0;0;BB;Other;Online TA;0;0;A;0;No Deposit;9;No Contract (Single);0;0;20.0
730;NF Hotel;1;18;16;05-04-2022;23-04-2022;23;2;2;3;0;0;BB;Cambodia;Online TA;0;0;B;0;No Deposit;40;No Contract (Single);0;0;25.0
731;NF Hotel;1;29;18;05-04-2022;04-05-2022;4;2;5;3;1;0;BB;Cambodia;Offline TA/TO;0;0;B;0;No Deposit;14;No Contract (Single);0;0;23.75
732;NF Hotel;0;33;18;05-04-2022;08-05-2022;8;1;1;1;0;0;BB;Cambodia;Online TA;0;0;A;1;No Deposit;14;No Contract (Single);0;0;20.0
733;NF Hotel;0;37;19;05-04-2022;12-05-2022;12;0;2;2;0;0;BB;China;Direct;0;0;A;0;No Deposit;14;No Contract (Single);0;1;20.0
734;NF Hotel;0;1;14;06-04-2022;07-04-2022;7;2;2;1;0;0;BB;Malaysia;Offline TA/TO;0;0;A;0;No Deposit;0;No Contract (Single);0;1;19.0
735;NF Hotel;0;4;14;06-04-2022;10-04-2022;10;1;1;2;1;0;BB;China;Online TA;0;0;A;0;No Deposit;9;No Contract (Single);0;0;20.0
736;NF Hotel;0;8;15;06-04-2022;14-04-2022;14;0;1;2;0;0;BB;Cambodia;Offline TA/TO;0;0;B;0;No Deposit;9;No Contract (Single);0;0;23.75
737;NF Hotel;0;12;16;06-04-2022;18-04-2022;18;0;1;2;0;0;;Cambodia;Direct;0;0;B;0;No Deposit;40;No Contract (Single);1;0;25.0
738;NF Hotel;0;12;16;06-04-2022;18-04-2022;18;0;1;2;0;0;;Cambodia;Direct;0;0;B;0;No Deposit;40;No Contract (Single);1;0;25.0
739;NF Hotel;0;14;16;06-04-2022;20-04-2022;20;0;1;4;0;0;SC;South Korea;Online TA;0;0;B;0;No Deposit;40;No Contract (Single);0;0;25.0
740;NF Hotel;0;22;17;06-04-2022;28-04-2022;28;0;1;4;1;0;SC;Cambodia;Direct;0;0;B;0;No Deposit;14;No Contract (Single);0;1;25.0
741;NF Hotel;1;23;17;06-04-2022;29-04-2022;29;0;1;2;0;0;BB;France;Online TA;0;0;B;0;No Deposit;0;No Contract (Single);0;1;25.0
742;NF Hotel;0;37;19;06-04-2022;13-05-2022;13;0;1;2;2;0;BB;South Korea;Groups;0;0;B;0;No Deposit;0;Group Contract;0;0;22.5
743;NF Hotel;0;13;16;07-04-2022;20-04-2022;20;0;1;2;2;0;BB;China;Offline TA/TO;0;0;B;0;No Deposit;28;No Contract (Single);0;0;23.75
744;NF Hotel;1;20;17;07-04-2022;27-04-2022;27;2;5;4;0;0;BB;United States;Groups;0;0;B;0;No Deposit;0;Group Contract;1;0;22.5
745;NF Hotel;1;20;17;07-04-2022;27-04-2022;27;0;1;2;0;0;HB;United States;Online TA;0;0;A;0;No Deposit;0;No Contract (Single);0;2;20.0
746;NF Hotel;0;25;18;07-04-2022;02-05-2022;2;0;2;2;1;0;SC;Singapore;Online TA;0;0;B;0;No Deposit;9;No Contract (Group);0;0;25.0
747;NF Hotel;0;11;16;08-04-2022;19-04-2022;19;2;4;3;0;0;BB;China;Offline TA/TO;0;0;B;0;Non Refund;0;No Contract (Single);0;3;23.75
748;NF Hotel;0;13;16;08-04-2022;21-04-2022;21;0;1;2;0;0;BB;Japan;Offline TA/TO;0;0;A;0;No Deposit;28;No Contract (Single);1;2;19.0
749;NF Hotel;0;15;16;08-04-2022;23-04-2022;23;2;0;2;0;0;BB;Cambodia;Online TA;0;0;B;2;No Deposit;9;No Contract (Single);0;0;25.0
750;NF Hotel;1;33;19;08-04-2022;11-05-2022;11;0;1;2;0;0;BB;Thailand;Online TA;0;0;A;0;No Deposit;240;No Contract (Single);0;0;20.0
751;NF Hotel;0;34;19;08-04-2022;12-05-2022;12;0;2;4;0;0;SC;United Kingdom;Offline TA/TO;0;0;A;0;No Deposit;9;No Contract (Single);0;0;19.0
752;NF Hotel;0;35;19;08-04-2022;13-05-2022;13;2;2;2;0;0;BB;China;Corporate;0;0;B;0;Non Refund;40;No Contract (Single);0;3;22.5
753;NF Hotel;0;37;19;08-04-2022;15-05-2022;15;1;2;2;0;0;BB;China;Offline TA/TO;0;0;A;0;No Deposit;0;No Contract (Single);0;1;19.0
754;NF Hotel;0;0;14;09-04-2022;09-04-2022;9;1;0;4;0;0;BB;China;Groups;0;0;A;0;No Deposit;0;Group Contract;0;0;18.0
755;NF Hotel;0;8;15;09-04-2022;17-04-2022;17;1;3;2;1;0;BB;Australia;Direct;0;0;B;0;No Deposit;0;No Contract (Single);1;0;25.0
756;NF Hotel;0;18;17;09-04-2022;27-04-2022;27;0;2;2;0;0;SC;China;Direct;0;0;A;0;No Deposit;240;No Contract (Single);0;0;20.0
757;NF Hotel;0;19;17;09-04-2022;28-04-2022;28;0;2;2;0;0;BB;China;Online TA;0;0;A;0;No Deposit;240;No Contract (Single);0;1;20.0
758;NF Hotel;0;21;17;09-04-2022;30-04-2022;30;1;0;1;0;0;BB;Other;Direct;0;1;A;0;No Deposit;9;No Contract (Single);0;0;20.0
759;NF Hotel;0;10;16;10-04-2022;20-04-2022;20;0;1;2;1;0;SC;Cambodia;Offline TA/TO;0;0;A;0;No Deposit;14;No Contract (Single);0;1;19.0
760;NF Hotel;1;18;17;10-04-2022;28-04-2022;28;1;2;2;1;0;SC;South Korea;Groups;0;0;A;0;No Deposit;9;Group Contract;0;2;18.0
761;NF Hotel;0;29;19;10-04-2022;09-05-2022;9;0;2;2;0;0;BB;Malaysia;Direct;0;0;A;0;No Deposit;14;No Contract (Single);0;1;20.0
762;NF Hotel;0;87;27;10-04-2022;06-07-2022;6;0;1;2;0;0;HB;United Kingdom;Online TA;0;0;B;0;No Deposit;14;No Contract (Single);0;0;25.0
763;NF Hotel;0;5;15;11-04-2022;16-04-2022;16;2;1;2;0;0;BB;China;Online TA;0;0;A;0;No Deposit;0;No Contract (Single);0;0;20.0
764;NF Hotel;0;6;15;11-04-2022;17-04-2022;17;1;0;3;2;0;HB;Vietnam;Online TA;0;0;B;0;No Deposit;28;No Contract (Single);0;0;25.0
765;NF Hotel;0;22;18;11-04-2022;03-05-2022;3;0;1;2;0;0;BB;Cambodia;Online TA;0;0;A;1;No Deposit;0;No Contract (Group);0;3;20.0
766;NF Hotel;0;5;15;12-04-2022;17-04-2022;17;3;7;1;0;0;BB;United Kingdom;Online TA;0;0;A;1;No Deposit;40;No Contract (Single);0;3;20.0
767;NF Hotel;0;5;15;12-04-2022;17-04-2022;17;1;2;2;0;0;BB;Cambodia;Online TA;0;0;A;0;No Deposit;9;No Contract (Single);0;0;20.0
768;NF Hotel;0;5;15;12-04-2022;17-04-2022;17;1;2;2;0;0;BB;Cambodia;Online TA;0;0;A;0;No Deposit;9;No Contract (Single);0;0;20.0
769;NF Hotel;0;9;16;12-04-2022;21-04-2022;21;0;2;3;0;0;SC;Malaysia;Direct;0;0;B;0;No Deposit;28;No Contract (Single);0;2;25.0
770;NF Hotel;1;11;16;12-04-2022;23-04-2022;23;2;2;2;0;0;BB;United States;Corporate;0;0;A;0;No Deposit;9;No Contract (Single);0;2;18.0
771;NF Hotel;0;16;17;12-04-2022;28-04-2022;28;0;2;4;0;0;HB;United Kingdom;Online TA;1;0;B;0;No Deposit;240;Contract (Single);0;1;25.0
772;NF Hotel;0;19;17;12-04-2022;01-05-2022;1;1;2;3;0;0;SC;Other;Offline TA/TO;0;0;B;0;No Deposit;0;No Contract (Group);0;0;23.75
773;NF Hotel;0;24;18;12-04-2022;06-05-2022;6;2;1;3;1;0;BB;Australia;Direct;0;0;B;0;No Deposit;14;No Contract (Single);0;1;25.0
774;NF Hotel;0;32;19;12-04-2022;14-05-2022;14;2;4;4;1;0;SC;Singapore;Online TA;0;0;B;0;No Deposit;0;No Contract (Single);0;2;25.0
775;NF Hotel;0;43;21;12-04-2022;25-05-2022;25;0;1;2;0;0;SC;South Korea;Online TA;0;0;A;0;Non Refund;14;No Contract (Single);0;0;20.0
776;NF Hotel;0;48;22;12-04-2022;30-05-2022;30;0;3;2;0;0;HB;China;Online TA;0;0;A;1;No Deposit;0;No Contract (Single);0;0;20.0
777;NF Hotel;0;14;17;13-04-2022;27-04-2022;27;0;1;2;0;0;BB;Germany;Online TA;0;0;B;0;No Deposit;9;No Contract (Single);0;1;25.0
778;NF Hotel;0;22;18;13-04-2022;05-05-2022;5;2;2;2;0;0;BB;United States;Corporate;0;0;A;0;No Deposit;240;No Contract (Single);0;2;18.0
779;NF Hotel;0;31;19;13-04-2022;14-05-2022;14;1;0;2;0;0;BB;Japan;Online TA;0;0;A;0;No Deposit;28;No Contract (Single);0;1;20.0
780;NF Hotel;0;39;20;13-04-2022;22-05-2022;22;1;2;2;0;0;BB;Thailand;Offline TA/TO;0;0;A;0;No Deposit;240;No Contract (Group);0;1;19.0
781;NF Hotel;0;50;22;13-04-2022;02-06-2022;2;0;1;2;0;0;BB;Vietnam;Online TA;0;0;A;0;No Deposit;28;No Contract (Single);0;0;20.0
782;NF Hotel;0;1;15;14-04-2022;15-04-2022;15;2;1;2;0;0;BB;South Korea;Online TA;0;0;A;0;Non Refund;240;No Contract (Single);0;0;20.0
783;NF Hotel;0;4;16;14-04-2022;18-04-2022;18;2;5;2;2;0;BB;France;Online TA;0;0;B;0;No Deposit;40;No Contract (Single);0;1;25.0
784;NF Hotel;0;17;17;14-04-2022;01-05-2022;1;1;3;3;0;0;BB;United States;Complementary;0;0;B;0;No Deposit;28;No Contract (Single);0;2;0.0
785;NF Hotel;0;6;16;15-04-2022;21-04-2022;21;0;1;3;0;0;SC;Vietnam;Direct;0;1;A;0;No Deposit;240;No Contract (Single);0;0;20.0
786;NF Hotel;0;8;16;15-04-2022;23-04-2022;23;2;3;2;0;0;BB;Cambodia;Offline TA/TO;0;0;A;0;Refundable;0;No Contract (Single);0;0;19.0
787;NF Hotel;0;8;16;15-04-2022;23-04-2022;23;2;3;2;0;0;BB;Cambodia;Offline TA/TO;0;0;A;0;Refundable;0;No Contract (Single);0;0;19.0
788;NF Hotel;0;42;21;15-04-2022;27-05-2022;27;1;1;4;0;0;SC;Cambodia;Online TA;0;0;B;0;No Deposit;14;No Contract (Single);0;0;25.0
789;NF Hotel;0;5;16;16-04-2022;21-04-2022;21;0;1;4;0;0;BB;Cambodia;Online TA;0;0;B;0;No Deposit;0;No Contract (Single);0;0;25.0
